'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'5337_at'	'PLD1'	7	-3	8	-5	-3	9	0.3487739414
'3817_at'	'KLK2'	12	10	-4	12	-6	8	0.3488117157
'29928_at'	'TIMM22'	-5	-4	10	3	-2	-3	0.3488238996
'54480_at'	'CHPF2'	11	4	0	-4	0	15	0.3488409232
'957_at'	'ENTPD5'	14	15	12	7	14	-2	0.348901725
'953_at'	'ENTPD1'	-1	13	13	15	13	13	0.348951112
'1729_at'	'DIAPH1'	-5	7	11	-3	6	1	0.3490052605
'1267_at'	'CNP'	10	-5	16	-1	12	11	0.3491177507
'79634_at'	'SCRN3'	17	-4	11	15	14	9	0.3491577282
'51378_at'	'ANGPT4'	14	15	10	10	15	-5	0.3492584577
'9649_at'	'RALGPS1'	17	9	-1	-3	-6	4	0.3492834505
'1802_at'	'DPH2'	-4	-6	13	-2	-2	17	0.3493153834
'4659_at'	'PPP1R12A'	8	16	11	-1	10	-6	0.3494338526
'719_at'	'C3AR1'	17	-2	-3	-1	17	17	0.349444198
'2645_at'	'GCK'	16	17	16	-2	5	2	0.3495272731
'2797_at'	'GNRH2'	15	4	9	-3	-4	-6	0.3495441693
'83737_at'	'ITCH'	13	-3	13	15	-5	1	0.3495949432
'58503_at'	'PROL1'	-6	5	11	-6	6	0	0.3496940579
'5192_at'	'PEX10'	7	10	0	11	5	0	0.3497165384
'3108_at'	'HLA-DMA'	-6	12	14	13	-5	17	0.3497954698
'912_at'	'CD1D'	14	7	9	12	3	0	0.3498647226
'191_at'	'AHCY'	14	-2	17	-5	17	-5	0.3498859054
'1723_at'	'DHODH'	10	8	6	16	4	9	0.3499182763
'2896_at'	'GRN'	-3	-1	-1	7	16	-5	0.3500150002
'5770_at'	'PTPN1'	6	14	5	6	7	14	0.3500313609
'183_at'	'AGT'	4	-2	2	7	11	4	0.350155625
'4041_at'	'LRP5'	15	-4	0	-4	0	2	0.3501577566
'1471_at'	'CST3'	15	17	1	15	16	-3	0.3501872415
'29943_at'	'PADI1'	17	3	6	14	1	4	0.3502064761
'33_at'	'ACADL'	-5	7	7	14	9	2	0.3502953033
'55384_at'	'MEG3'	6	4	-3	5	6	-2	0.3503145535
'57515_at'	'SERINC1'	7	14	-1	-2	17	-5	0.3503735287
'157680_at'	'VPS13B'	5	11	14	6	6	9	0.3504799702
'29116_at'	'MYLIP'	4	11	-5	-6	-5	2	0.3504982015
'27147_at'	'DENND2A'	17	11	3	-5	10	-6	0.3505116233
'23524_at'	'SRRM2'	12	8	13	7	8	11	0.3505723103
'10417_at'	'SPON2'	-3	9	2	8	5	-2	0.350695292
'4953_at'	'ODC1'	2	1	7	3	12	-6	0.3507239584
'5073_at'	'PARN'	14	3	7	10	11	8	0.3507523037
'1827_at'	'RCAN1'	6	1	-1	-2	4	1	0.3508739763
'80342_at'	'TRAF3IP3'	0	11	1	9	-5	15	0.3508820138
'7288_at'	'TULP2'	4	2	5	17	10	15	0.3508838644
'1299_at'	'COL9A3'	11	-6	14	-1	6	10	0.3509502442
'4660_at'	'PPP1R12B'	5	-1	10	11	13	-5	0.3509661787
'1907_at'	'EDN2'	11	6	-2	2	0	1	0.351003916
'326_at'	'AIRE'	4	3	-6	17	-1	14	0.3510621098
'80772_at'	'GLTPD1'	10	5	0	1	2	-5	0.3510671352
'7079_at'	'TIMP4'	17	16	0	9	16	13	0.3512946083
'832_at'	'CAPZB'	6	9	-6	11	3	9	0.3513015923
'6281_at'	'S100A10'	6	9	13	8	1	-1	0.3513078613
'23426_at'	'GRIP1'	17	-3	-3	14	7	9	0.3513127725
'57001_at'	'ACN9'	10	-5	8	-2	5	-2	0.3514638548
'56650_at'	'CLDND1'	8	-4	16	-3	-5	13	0.3515430504
'55014_at'	'STX17'	16	-3	12	12	14	11	0.3516435237
'6304_at'	'SATB1'	-6	8	10	7	-3	-6	0.3516463192
'80031_at'	'SEMA6D'	-6	-2	14	12	14	3	0.3517040755
'248_at'	'ALPI'	5	12	-6	-5	10	-6	0.3517800026
'3275_at'	'PRMT2'	16	-6	16	-1	-6	16	0.3517811261
'56005_at'	'C19orf10'	3	-2	-6	3	-2	-3	0.3518046659
'29887_at'	'SNX10'	11	11	10	-1	-4	4	0.3519581361
'10440_at'	'TIMM17A'	6	11	10	15	7	0	0.3520094726
'8678_at'	'BECN1'	9	16	16	-4	8	1	0.3520243469
'9824_at'	'ARHGAP11A'	2	4	5	3	16	-1	0.3521220619
'1287_at'	'COL4A5'	13	-6	16	-4	16	13	0.3521376019
'9692_at'	'KIAA0391'	1	4	4	10	5	3	0.3521671131
'9669_at'	'EIF5B'	6	10	-3	2	12	10	0.3521801587
'3730_at'	'KAL1'	4	13	0	-3	14	9	0.3522151464
'6323_at'	'SCN1A'	7	10	8	-1	0	4	0.352236875
'10150_at'	'MBNL2'	6	-6	-5	15	9	13	0.3523215767
'64834_at'	'ELOVL1'	8	-3	-4	-1	-1	9	0.3523244778
'5578_at'	'PRKCA'	1	9	12	-2	-5	-2	0.3523853263
'22826_at'	'DNAJC8'	10	5	9	12	10	14	0.3524908548
'1524_at'	'CX3CR1'	12	10	3	10	13	8	0.3525011131
'27255_at'	'CNTN6'	0	12	-5	8	3	-5	0.352506642
'9261_at'	'MAPKAPK2'	-2	-5	1	0	2	9	0.3525711865
'285282_at'	'RABL3'	-4	6	8	-5	10	16	0.3525917088
'54995_at'	'OXSM'	-6	14	14	-3	6	-4	0.3526713445
'23428_at'	'SLC7A8'	16	5	14	6	2	10	0.3526980696
'23367_at'	'LARP1'	-5	10	12	4	2	11	0.3527324111
'1819_at'	'DRG2'	15	3	-3	-6	3	-6	0.3527739666
'29924_at'	'EPN1'	17	0	-4	-1	15	3	0.352844776
'5818_at'	'PVRL1'	16	17	16	5	-2	8	0.3529470054
'6400_at'	'SEL1L'	16	14	5	11	13	6	0.3530724711
'5427_at'	'POLE2'	17	5	8	6	2	0	0.3531539265
'6311_at'	'ATXN2'	4	15	-4	-2	6	13	0.3531565319
'4604_at'	'MYBPC1'	17	13	12	-4	15	11	0.3533933181
'10693_at'	'CCT6B'	6	1	8	8	-1	13	0.3534113801
'51171_at'	'HSD17B14'	12	9	-2	10	15	16	0.3534286376
'649_at'	'BMP1'	16	-1	-5	-3	11	-2	0.3535335743
'25937_at'	'WWTR1'	-5	1	10	-4	6	3	0.3535818715
'1259_at'	'CNGA1'	14	1	-6	-2	5	13	0.3535978011
'81602_at'	'CDADC1'	17	7	-1	-1	-5	-1	0.353670018
'55319_at'	'C4orf43'	3	-3	17	1	4	-3	0.3536868443
'7276_at'	'TTR'	6	4	8	7	-3	14	0.3536967945
'50835_at'	'TAS2R9'	-2	6	-3	12	-2	5	0.3537424594
'80071_at'	'CCDC15'	1	1	-3	4	6	-2	0.3537852563
'793_at'	'CALB1'	-5	-6	6	-3	2	-5	0.3538442757
'407_at'	'ARR3'	6	2	9	-6	-2	7	0.3538678137
'55607_at'	'PPP1R9A'	8	-5	12	14	12	8	0.3538688689
'3052_at'	'HCCS'	1	-5	-3	10	4	-5	0.3539733244
'5862_at'	'RAB2A'	14	7	-4	13	9	8	0.3540717023
'51071_at'	'DERA'	9	-1	9	-2	10	11	0.3541177232
'9552_at'	'SPAG7'	11	6	13	13	-4	5	0.3542031737
'421_at'	'ARVCF'	17	4	-4	9	-3	12	0.3542379394
'8533_at'	'COPS3'	6	7	-1	13	11	14	0.3542666028
'23371_at'	'TENC1'	8	-4	-5	5	3	13	0.3542715588
'6351_at'	'CCL4'	-6	3	3	13	-4	14	0.3543086163
'80740_at'	'LY6G6C'	-5	-4	0	-4	-1	12	0.3544448008
'64423_at'	'INF2'	10	-2	14	0	0	14	0.3544611427
'1733_at'	'DIO1'	0	-4	-5	11	-4	4	0.35454871
'54584_at'	'GNB1L'	8	4	6	12	7	6	0.354570127
'10584_at'	'COLEC10'	-3	2	15	1	-1	17	0.3546414315
'27339_at'	'PRPF19'	7	3	7	2	-5	8	0.3546718055
'54987_at'	'C1orf123'	6	8	-1	14	9	12	0.3547525513
'79896_at'	'THNSL1'	4	11	5	3	16	5	0.3548204212
'4738_at'	'NEDD8'	17	-2	-3	-5	5	-1	0.3548370473
'6259_at'	'RYK'	9	8	12	4	8	17	0.3548561665
'51086_at'	'TNNI3K'	14	10	5	-4	5	12	0.3549173782
'6398_at'	'SECTM1'	0	9	15	4	-1	2	0.3549989468
'3849_at'	'KRT2'	17	-2	5	8	-5	-4	0.3550076242
'2928_at'	'GSC2'	4	16	17	11	9	-5	0.3550676152
'25770_at'	'C22orf31'	8	7	11	17	16	10	0.355114226
'55089_at'	'SLC38A4'	13	0	6	12	9	7	0.35516587
'55142_at'	'HAUS2'	5	-2	7	8	8	11	0.3551748864
'1586_at'	'CYP17A1'	16	4	-1	12	15	8	0.3551819048
'2651_at'	'GCNT2'	16	5	1	-5	2	6	0.355192288
'29113_at'	'C6orf15'	-6	7	16	4	3	-3	0.3552204161
'9296_at'	'ATP6V1F'	17	4	9	15	5	0	0.3552340076
'81788_at'	'NUAK2'	1	5	-1	-1	-4	11	0.3552798561
'51270_at'	'TFDP3'	0	7	6	9	15	5	0.3553117455
'64924_at'	'SLC30A5'	8	-5	3	2	8	9	0.3553397014
'10109_at'	'ARPC2'	-3	4	16	15	-4	-2	0.3554266144
'91355_at'	'LRP5L'	6	11	11	-1	-6	-5	0.3555060879
'64236_at'	'PDLIM2'	5	13	-3	-3	-5	16	0.3555330572
'3683_at'	'ITGAL'	12	1	-5	-2	-2	13	0.3555519191
'665_at'	'BNIP3L'	9	-2	16	13	17	1	0.3555855692
'83729_at'	'INHBE'	7	3	14	-2	-5	1	0.355679366
'7165_at'	'TPD52L2'	14	12	-5	3	4	-3	0.3556907246
'9322_at'	'TRIP10'	2	7	-4	7	5	-5	0.3557122995
'79630_at'	'C1orf54'	-1	7	15	-2	16	3	0.3557262943
'28969_at'	'BZW2'	-2	2	16	11	7	15	0.355747207
'23099_at'	'ZBTB43'	2	5	13	9	-5	5	0.3558411703
'10514_at'	'MYBBP1A'	4	0	-5	11	3	1	0.3558811109
'10775_at'	'POP4'	4	15	8	16	4	6	0.3559190406
'80351_at'	'TNKS2'	9	10	7	5	12	-5	0.3559348959
'10938_at'	'EHD1'	4	-1	-6	3	6	6	0.3559352089
'10920_at'	'COPS8'	-4	-5	11	17	-1	6	0.3559646272
'2124_at'	'EVI2B'	9	14	-4	14	15	8	0.3560146409
'1263_at'	'PLK3'	-2	5	8	-1	-3	10	0.3560233169
'8424_at'	'BBOX1'	9	11	6	16	15	3	0.3560420442
'23558_at'	'WBP2'	-1	12	-3	4	0	16	0.3560708778
'4296_at'	'MAP3K11'	14	3	10	6	-5	-6	0.356110227
'10383_at'	'TUBB2C'	-4	0	0	2	0	-4	0.3562175215
'8525_at'	'DGKZ'	15	8	10	9	-4	-6	0.356320436
'387_at'	'RHOA'	5	-1	17	0	3	2	0.3564258808
'64940_at'	'STAG3L4'	4	-4	8	5	10	9	0.3564732925
'7542_at'	'ZFPL1'	8	12	-2	16	14	17	0.3565285624
'23521_at'	'RPL13A'	9	9	0	9	7	1	0.3566039068
'9681_at'	'DEPDC5'	8	-5	7	10	10	14	0.3566407932
'93408_at'	'MYL10'	15	7	-2	17	0	1	0.3567202915
'9416_at'	'DDX23'	6	-2	3	3	-3	-2	0.3567431232
'3640_at'	'INSL3'	0	6	-5	15	1	-3	0.3568563733
'23392_at'	'KIAA0368'	3	12	2	9	15	15	0.3568627491
'25804_at'	'LSM4'	-1	2	16	12	6	-4	0.3569917252
'384_at'	'ARG2'	-4	16	8	6	-2	13	0.3569917941
'10460_at'	'TACC3'	-6	6	2	12	14	7	0.3570202391
'51571_at'	'FAM49B'	17	0	6	6	3	9	0.3570242506
'10105_at'	'PPIF'	6	-4	4	-2	11	5	0.3572302022
'3852_at'	'KRT5'	14	-2	8	13	4	13	0.3572416558
'4922_at'	'NTS'	10	6	10	-4	6	9	0.3572906199
'23760_at'	'PITPNB'	17	8	7	14	13	-3	0.357310601
'3397_at'	'ID1'	-1	12	12	8	12	-2	0.3573377004
'3685_at'	'ITGAV'	3	16	13	4	-5	4	0.35736067
'7248_at'	'TSC1'	-4	15	-3	3	15	14	0.3574248028
'10273_at'	'STUB1'	-5	7	11	8	6	-2	0.3575174445
'5454_at'	'POU3F2'	7	9	15	12	11	7	0.3575290082
'22798_at'	'LAMB4'	5	10	-2	4	1	-4	0.3575555903
'4940_at'	'OAS3'	-6	0	8	3	-2	13	0.3575990772
'284904_at'	'SEC14L4'	14	-5	14	3	17	7	0.3576267929
'1290_at'	'COL5A2'	-1	13	-6	17	7	9	0.357678741
'6261_at'	'RYR1'	8	9	-1	8	3	9	0.3577068102
'3957_at'	'LGALS2'	16	-4	16	15	-3	0	0.3577445143
'1105_at'	'CHD1'	2	-1	-3	6	9	10	0.3577673912
'50632_at'	'CALY'	17	7	10	-3	-3	-2	0.3578679922
'30813_at'	'VSX1'	-3	11	-6	7	12	17	0.3579416885
'22900_at'	'CARD8'	-3	17	2	8	14	2	0.3579811194
'8139_at'	'GAN'	5	-5	1	1	-6	5	0.3581560308
'26538_at'	'OR10H2'	-2	-6	3	15	12	3	0.3581876134
'81031_at'	'SLC2A10'	-2	10	1	14	8	14	0.3582041469
'191585_at'	'PLAC4'	17	6	4	13	2	3	0.3582442064
'3692_at'	'EIF6'	-6	6	1	14	8	14	0.3582442438
'23541_at'	'SEC14L2'	9	9	-4	9	-1	14	0.3583520725
'22919_at'	'MAPRE1'	-5	16	-6	16	10	2	0.358419416
'1399_at'	'CRKL'	4	17	4	5	-4	-2	0.3585758885
'6723_at'	'SRM'	17	8	9	8	1	-3	0.3586425819
'7539_at'	'ZFP37'	2	-3	5	-6	0	7	0.3586513488
'4606_at'	'MYBPC2'	2	-1	1	11	4	7	0.3586527124
'9374_at'	'PPT2'	-6	17	15	12	6	2	0.358707765
'29105_at'	'C16orf80'	-5	-6	3	-4	10	3	0.3587724381
'55681_at'	'SCYL2'	-4	-2	1	7	7	-5	0.3587994982
'55280_at'	'CWF19L1'	-4	-5	4	15	15	15	0.3588857795
'9100_at'	'USP10'	3	-6	7	8	11	13	0.3589074299
'6840_at'	'SVIL'	14	11	12	11	6	5	0.3589615497
'80778_at'	'ZNF34'	6	-3	6	17	10	12	0.3590786959
'309_at'	'ANXA6'	13	5	8	-2	-1	5	0.3591169281
'10220_at'	'GDF11'	14	15	11	2	8	10	0.3591233878
'4745_at'	'NELL1'	-1	-3	5	-3	-5	15	0.3591241214
'5739_at'	'PTGIR'	3	6	-3	8	17	17	0.3591383276
'7141_at'	'TNP1'	12	10	2	12	13	8	0.3592116067
'3718_at'	'JAK3'	5	15	5	9	17	-3	0.3592557799
'27077_at'	'B9D1'	2	7	-5	13	3	9	0.3594228598
'11258_at'	'DCTN3'	15	2	5	16	1	-5	0.3594565933
'10625_at'	'IVNS1ABP'	8	17	-5	-2	7	11	0.3595105634
'9027_at'	'NAT8'	16	10	3	11	5	16	0.3595108126
'7266_at'	'DNAJC7'	-2	-6	1	13	-5	-6	0.3595150247
'4176_at'	'MCM7'	8	5	-1	0	-2	-4	0.3595589063
'1842_at'	'ECM2'	-6	13	12	12	8	16	0.3595688653
'9942_at'	'XYLB'	7	15	8	13	7	-6	0.3595763777
'27043_at'	'PELP1'	14	7	-1	-5	5	8	0.3596072727
'57348_at'	'TTYH1'	10	13	-6	12	15	-3	0.3596714699
'3037_at'	'HAS2'	-5	2	9	10	9	3	0.3598656423
'57062_at'	'DDX24'	5	5	14	6	12	7	0.3598972479
'1490_at'	'CTGF'	7	3	15	6	-2	-1	0.3602702253
'10985_at'	'GCN1L1'	0	-3	6	7	-1	6	0.3602738722
'7273_at'	'TTN'	6	11	15	8	4	13	0.360286616
'4709_at'	'NDUFB3'	-2	10	5	-5	8	4	0.3603851508
'83638_at'	'C11orf68'	15	1	-4	8	-1	-1	0.3603885923
'2672_at'	'GFI1'	13	7	11	-6	5	13	0.3604106105
'845_at'	'CASQ2'	15	8	9	17	13	12	0.3604262001
'9783_at'	'RIMS3'	16	12	7	8	-2	3	0.3604563442
'11169_at'	'WDHD1'	11	16	-4	0	14	6	0.3604721637
'5157_at'	'PDGFRL'	2	0	16	12	16	-3	0.3604815764
'23213_at'	'SULF1'	-1	8	-1	7	3	-6	0.360491696
'55010_at'	'C12orf48'	15	8	-1	6	-5	7	0.3605774448
'80023_at'	'NRSN2'	-6	13	15	3	7	-5	0.3605961888
'55565_at'	'ZNF821'	5	5	1	-5	8	-2	0.3606018909
'9447_at'	'AIM2'	14	7	13	11	-6	7	0.36067414
'81537_at'	'SGPP1'	6	-4	6	-4	-2	8	0.3607214742
'91860_at'	'CALML4'	7	11	-3	10	6	14	0.3607623285
'56981_at'	'PRDM11'	11	14	13	0	-4	7	0.3608438922
'63934_at'	'ZNF667'	6	0	11	14	15	6	0.3608589776
'9360_at'	'PPIG'	11	13	-2	5	11	6	0.3608751446
'2984_at'	'GUCY2C'	-6	6	-5	16	2	13	0.360876212
'29984_at'	'RHOD'	17	15	15	-5	4	-5	0.3609282828
'84747_at'	'UNC119B'	3	12	6	12	14	16	0.360965715
'54979_at'	'HRASLS2'	12	-2	-2	13	14	8	0.3610094007
'6950_at'	'TCP1'	-4	14	-5	15	17	17	0.3610095977
'140890_at'	'SFRS12'	0	17	9	-3	11	-2	0.3610440352
'23414_at'	'ZFPM2'	3	10	2	10	-6	15	0.3610744793
'23366_at'	'KIAA0895'	10	11	12	-1	6	-6	0.361112636
'5316_at'	'PKNOX1'	-3	-3	16	2	17	10	0.3611332662
'114897_at'	'C1QTNF1'	4	14	11	2	2	9	0.3611391034
'79957_at'	'PAQR6'	8	-4	13	3	2	14	0.3611511731
'9853_at'	'RUSC2'	16	6	9	8	4	-5	0.3611575413
'9937_at'	'DCLRE1A'	-4	9	5	-5	12	5	0.3612091785
'10749_at'	'KIF1C'	11	8	-3	10	-3	11	0.36121355
'3784_at'	'KCNQ1'	16	-5	16	9	4	-1	0.3612685364
'10904_at'	'BLCAP'	6	10	13	-2	15	14	0.3613386657
'26152_at'	'ZNF337'	9	10	3	10	2	16	0.3613707283
'1028_at'	'CDKN1C'	8	-4	14	2	-1	7	0.3613886841
'5875_at'	'RABGGTA'	15	3	1	-5	-2	10	0.3614844833
'9673_at'	'SLC25A44'	7	9	7	5	-2	10	0.3615062775
'51053_at'	'GMNN'	-6	16	3	15	13	-5	0.3615153547
'4808_at'	'NHLH2'	7	-2	8	9	14	13	0.3615425313
'4037_at'	'LRP3'	11	9	2	9	3	-6	0.3615709911
'55509_at'	'BATF3'	13	15	8	3	9	-2	0.3616682306
'64319_at'	'FBRS'	14	3	-2	2	6	10	0.3617512567
'7372_at'	'UMPS'	2	5	10	4	12	4	0.3617801965
'8464_at'	'SUPT3H'	2	10	8	6	1	17	0.3618278388
'2760_at'	'GM2A'	10	-2	11	13	13	5	0.3620041541
'54496_at'	'PRMT7'	8	-1	-5	16	12	4	0.3620311335
'55754_at'	'TMEM30A'	8	14	17	9	-4	-6	0.3620624412
'27179_at'	'IL1F6'	17	-1	13	-3	-3	13	0.3621268367
'79066_at'	'METT10D'	15	17	15	15	5	6	0.3621341764
'28981_at'	'IFT81'	0	17	9	15	7	-2	0.3622447161
'545_at'	'ATR'	5	11	14	2	4	9	0.3622689958
'55218_at'	'EXD2'	-5	16	1	-2	11	15	0.3622729811
'79159_at'	'NOL12'	16	14	8	-4	11	12	0.3623639469
'2675_at'	'GFRA2'	17	5	8	4	11	-2	0.3623848816
'28234_at'	'SLCO1B3'	7	12	12	13	8	-3	0.3624092101
'51773_at'	'RSF1'	10	17	14	-6	10	3	0.3624825541
'51397_at'	'COMMD10'	8	8	11	13	9	-1	0.362514908
'27240_at'	'SIT1'	-6	7	-4	13	13	7	0.3626127925
'434_at'	'ASIP'	17	5	8	13	9	-2	0.3626313363
'273_at'	'AMPH'	-4	7	0	14	3	17	0.3626852407
'4115_at'	'MAGEB4'	-2	9	6	6	17	9	0.3626979473
'3936_at'	'LCP1'	-6	17	11	-1	-6	-2	0.362712709
'3385_at'	'ICAM3'	-1	14	7	-2	13	8	0.36280342
'10418_at'	'SPON1'	2	12	10	-4	12	-2	0.362827181
'10247_at'	'HRSP12'	-4	-5	2	17	17	0	0.3628582434
'7673_at'	'ZNF222'	-6	2	6	-4	6	-4	0.3628983336
'53919_at'	'SLCO1C1'	3	8	9	14	6	0	0.3629171857
'64901_at'	'RANBP17'	8	6	7	-6	3	11	0.3629493728
'2986_at'	'GUCY2F'	-5	-2	-2	7	12	10	0.3629526951
'9771_at'	'RAPGEF5'	7	-4	-6	-2	0	13	0.3630765902
'22999_at'	'RIMS1'	13	-1	16	15	-5	-6	0.3632392722
'6181_at'	'RPLP2'	6	6	2	10	9	0	0.3632404823
'3425_at'	'IDUA'	9	8	5	5	10	6	0.363320103
'10491_at'	'CRTAP'	6	5	15	2	9	4	0.3633284393
'54960_at'	'GEMIN8'	7	3	10	-6	12	3	0.3633506666
'30_at'	'ACAA1'	5	8	-4	-3	13	12	0.3633726152
'10072_at'	'DPP3'	17	17	8	11	7	-1	0.3634703533
'9175_at'	'MAP3K13'	6	4	15	17	10	9	0.3634760213
'23604_at'	'DAPK2'	16	13	11	1	14	12	0.3634823581
'1611_at'	'DAP'	-3	8	-5	14	6	-5	0.3635052692
'8539_at'	'API5'	3	-5	14	6	6	3	0.3635488293
'51364_at'	'ZMYND10'	0	5	13	14	2	7	0.3635605418
'9933_at'	'KIAA0020'	10	9	8	10	11	4	0.3636519755
'115207_at'	'KCTD12'	-4	12	15	16	17	17	0.363667906
'2444_at'	'FRK'	-3	6	-6	-2	-1	12	0.3637776255
'4993_at'	'OR2C1'	-4	1	14	14	5	-3	0.363802895
'3223_at'	'HOXC6'	7	1	6	12	-4	9	0.3639431591
'9314_at'	'KLF4'	16	8	16	10	4	12	0.363966874
'59344_at'	'ALOXE3'	-5	-6	-1	5	7	5	0.3639887219
'8774_at'	'NAPG'	11	2	-6	16	12	3	0.3640551773
'9880_at'	'ZBTB39'	11	9	9	-1	11	10	0.3640880771
'9686_at'	'VGLL4'	5	10	-4	8	6	-4	0.364113243
'55108_at'	'BSDC1'	3	16	-2	10	-2	13	0.364217662
'51806_at'	'CALML5'	-2	-2	17	13	-1	13	0.3642322118
'8803_at'	'SUCLA2'	15	11	-4	0	-1	17	0.3642396543
'51729_at'	'WBP11'	15	7	-3	16	11	11	0.3642501774
'1007_at'	'CDH9'	5	10	14	5	8	2	0.3643380295
'10050_at'	'SLC17A4'	15	4	4	-2	13	1	0.3643976448
'9585_at'	'KIF20B'	2	9	2	10	13	12	0.364419684
'26049_at'	'FAM169A'	5	16	-6	16	10	5	0.3644679567
'919_at'	'CD247'	1	-3	-1	10	-5	-3	0.364488729
'55035_at'	'NOL8'	-4	13	6	-4	15	-3	0.3645365968
'777_at'	'CACNA1E'	-6	15	2	13	2	9	0.3646059495
'10526_at'	'IPO8'	14	14	9	13	5	-6	0.3646498347
'55214_at'	'LEPREL1'	16	9	7	-3	15	11	0.3646582057
'53829_at'	'P2RY13'	16	-2	2	11	17	7	0.3648235084
'23710_at'	'GABARAPL1'	5	-1	17	-5	-5	-2	0.3648426293
'5930_at'	'RBBP6'	1	9	13	5	10	-1	0.3648606903
'5464_at'	'PPA1'	-1	2	6	-6	-1	-1	0.3648846391
'25963_at'	'TMEM87A'	6	-5	-2	-2	17	-4	0.3649066783
'56920_at'	'SEMA3G'	14	6	12	0	10	12	0.3649073321
'25996_at'	'REXO2'	2	1	7	1	-4	-3	0.3649608045
'822_at'	'CAPG'	6	16	-5	7	9	9	0.3649953083
'8502_at'	'PKP4'	9	-2	14	4	12	12	0.3651506421
'114791_at'	'TUBGCP5'	3	16	14	-5	2	5	0.3651555854
'22899_at'	'ARHGEF15'	-6	6	7	14	4	-6	0.3651971289
'10243_at'	'GPHN'	17	-1	-3	16	7	6	0.3652269161
'4320_at'	'MMP11'	7	7	0	4	-4	12	0.3653335977
'10591_at'	'C6orf108'	3	4	13	16	7	3	0.3653379919
'2829_at'	'XCR1'	4	1	10	11	-1	15	0.3654926025
'1016_at'	'CDH18'	4	8	13	6	12	7	0.3655020573
'54879_at'	'ST7L'	13	-1	9	3	13	5	0.3655413352
'9389_at'	'SLC22A14'	15	16	6	12	-4	-6	0.3655440778
'112398_at'	'EGLN2'	17	6	-2	5	-6	4	0.365600314
'3024_at'	'HIST1H1A'	5	5	-3	4	1	5	0.3656007883
'104_at'	'ADARB1'	16	12	4	4	0	0	0.3656311226
'1310_at'	'COL19A1'	12	8	-4	1	-3	-3	0.3656345164
'25950_at'	'RWDD3'	9	12	10	10	13	13	0.365696682
'138050_at'	'HGSNAT'	4	3	9	12	4	6	0.3657651316
'51131_at'	'PHF11'	6	14	6	-1	5	10	0.3658994697
'54363_at'	'HAO1'	15	0	4	16	14	0	0.3659370565
'9409_at'	'PEX16'	17	2	9	12	7	14	0.3659904895
'7867_at'	'MAPKAPK3'	3	7	8	5	3	16	0.3660729078
'3212_at'	'HOXB2'	-5	-2	10	10	12	1	0.3661719994
'4801_at'	'NFYB'	6	13	7	1	8	10	0.3662770963
'6336_at'	'SCN10A'	15	2	11	9	6	2	0.366317705
'7032_at'	'TFF2'	-6	15	8	-4	-2	4	0.3663292491
'53904_at'	'MYO3A'	-4	5	10	-3	12	0	0.3663810868
'23528_at'	'ZNF281'	2	-5	-2	3	-6	12	0.3664527914
'54498_at'	'SMOX'	0	1	0	9	10	4	0.3664690338
'4122_at'	'MAN2A2'	8	-4	0	-3	0	11	0.3664766453
'51377_at'	'UCHL5'	-1	16	-5	-2	6	0	0.3665168658
'55324_at'	'ABCF3'	12	14	-3	4	-3	-4	0.3665694348
'64795_at'	'RMND5A'	16	-5	-6	14	-5	13	0.3665793203
'2891_at'	'GRIA2'	6	12	3	10	12	-3	0.3666228745
'79691_at'	'QTRTD1'	7	-5	-3	0	5	10	0.3666313784
'51347_at'	'TAOK3'	8	10	10	11	9	-5	0.3666361224
'64388_at'	'GREM2'	12	11	7	10	12	6	0.3666589473
'64431_at'	'ACTR6'	4	14	1	-1	1	-2	0.3666977402
'1025_at'	'CDK9'	13	7	-1	5	-5	0	0.3667971472
'79823_at'	'C2orf34'	-3	6	14	-3	9	8	0.3668191752
'5980_at'	'REV3L'	6	9	-1	3	7	4	0.3668915406
'5689_at'	'PSMB1'	1	-6	7	-4	13	4	0.3669232723
'3882_at'	'KRT32'	8	-1	-6	-4	-4	9	0.3669604266
'2029_at'	'ENSA'	3	6	8	11	-2	11	0.3669662824
'56969_at'	'RPL23AP32'	11	15	-5	-1	10	13	0.3670412917
'4864_at'	'NPC1'	8	-1	2	-4	-3	9	0.3670916774
'51024_at'	'FIS1'	8	-4	12	-1	9	8	0.3671126304
'6869_at'	'TACR1'	-6	10	-4	5	7	7	0.3672397918
'7257_at'	'TSNAX'	4	14	9	8	5	12	0.36727316
'6599_at'	'SMARCC1'	15	-4	9	2	10	11	0.3673682498
'239_at'	'ALOX12'	11	5	10	-2	-1	4	0.3674123078
'5719_at'	'PSMD13'	5	-2	-2	-1	8	12	0.3674235449
'84364_at'	'ARFGAP2'	4	7	11	10	13	14	0.3674515891
'51231_at'	'VRK3'	-5	2	4	16	10	4	0.3674611341
'54905_at'	'CYP2W1'	5	10	-4	14	-3	-1	0.3674696437
'7306_at'	'TYRP1'	-1	4	12	7	-2	-6	0.3676098162
'7520_at'	'XRCC5'	4	0	2	-4	0	3	0.3676191618
'3930_at'	'LBR'	5	-4	8	1	3	11	0.3676307643
'79600_at'	'TCTN1'	-3	-3	11	1	4	1	0.3676323233
'55236_at'	'UBA6'	5	-1	2	-1	0	-2	0.3677349396
