'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'23294_at'	'ANKS1A'	9	11	10	8	2	16	0.3677649461
'79891_at'	'ZNF671'	17	-4	-2	-6	11	16	0.3678298002
'4017_at'	'LOXL2'	10	11	-4	6	-2	17	0.3679269968
'65999_at'	'LRRC61'	-5	6	-5	14	10	-6	0.3680095806
'83937_at'	'RASSF4'	9	11	8	13	13	16	0.3680375224
'475_at'	'ATOX1'	11	-6	12	17	-4	15	0.3680446889
'10396_at'	'ATP8A1'	8	-5	3	14	17	10	0.3680455738
'26000_at'	'TBC1D10B'	13	7	10	8	0	16	0.3680469477
'54963_at'	'UCKL1'	8	4	-2	0	-2	2	0.3682454837
'63826_at'	'SRR'	-2	1	13	15	9	8	0.368255495
'811_at'	'CALR'	-1	13	-6	-1	0	-5	0.3682984922
'10561_at'	'IFI44'	-4	15	7	10	14	17	0.3684342817
'7360_at'	'UGP2'	-6	15	12	-5	-5	-4	0.3684854948
'79981_at'	'FRMD1'	8	-6	1	14	3	-1	0.3685453971
'9588_at'	'PRDX6'	0	17	6	15	14	-2	0.3685759533
'2861_at'	'GPR37'	10	-4	12	-5	13	16	0.3686641807
'5957_at'	'RCVRN'	14	6	17	12	-2	-6	0.3687152414
'3430_at'	'IFI35'	-1	6	-4	-2	14	11	0.3687453271
'51188_at'	'SS18L2'	-4	7	9	-3	1	10	0.3687967853
'79876_at'	'UBA5'	4	15	9	-4	7	0	0.3688154788
'7169_at'	'TPM2'	13	12	14	0	-2	-4	0.3688817278
'2063_at'	'NR2F6'	-5	5	-6	-3	-1	16	0.3689788278
'9540_at'	'TP53I3'	11	-6	8	9	10	11	0.3689793588
'5573_at'	'PRKAR1A'	10	10	10	-6	-2	-5	0.3689832536
'1112_at'	'FOXN3'	-5	9	11	9	16	1	0.3690290647
'5500_at'	'PPP1CB'	-2	8	11	3	7	-1	0.3690960284
'5583_at'	'PRKCH'	-3	12	15	-4	7	-3	0.3691161979
'3394_at'	'IRF8'	-3	4	0	9	7	8	0.369271485
'23457_at'	'ABCB9'	15	6	15	9	1	-3	0.3692757667
'25960_at'	'GPR124'	14	9	14	3	15	12	0.3693257246
'9903_at'	'KLHL21'	7	2	9	3	-2	1	0.3693765651
'597_at'	'BCL2A1'	1	-6	3	1	3	7	0.3694299272
'1592_at'	'CYP26A1'	-6	7	9	7	14	8	0.3694378723
'58985_at'	'IL22RA1'	11	10	11	14	15	-4	0.3694676229
'23368_at'	'PPP1R13B'	12	9	9	15	6	-3	0.3695093584
'64405_at'	'CDH22'	13	12	-4	13	13	11	0.3695744905
'8336_at'	'HIST1H2AM'	-6	16	-6	8	14	17	0.3696010634
'79056_at'	'PRRG4'	8	2	-3	-6	15	9	0.369629865
'5626_at'	'PROP1'	-4	1	14	11	7	7	0.3696349969
'22871_at'	'NLGN1'	5	11	-3	8	13	-2	0.3696792214
'2262_at'	'GPC5'	1	-6	-5	15	16	4	0.3697398961
'3208_at'	'HPCA'	13	15	14	11	-1	10	0.3698037578
'51582_at'	'AZIN1'	7	17	-3	11	16	17	0.3698311645
'7472_at'	'WNT2'	-1	4	6	11	8	8	0.3698367693
'444_at'	'ASPH'	1	12	0	15	14	3	0.3698903494
'8437_at'	'RASAL1'	13	10	11	10	17	7	0.3699049333
'23231_at'	'SEL1L3'	17	-6	8	6	-5	2	0.3699257236
'6006_at'	'RHCE'	6	-2	7	10	-4	-3	0.3699291847
'8558_at'	'CDK10'	11	6	16	9	6	13	0.3699583315
'23365_at'	'ARHGEF12'	0	14	6	10	11	15	0.3699629747
'6579_at'	'SLCO1A2'	11	-3	12	-5	14	12	0.3700064199
'3706_at'	'ITPKA'	14	5	-1	10	9	-1	0.3700567093
'6829_at'	'SUPT5H'	7	-4	13	5	1	17	0.3701318562
'8148_at'	'TAF15'	11	15	-4	12	16	10	0.3702885772
'11093_at'	'ADAMTS13'	7	5	-3	10	7	4	0.3706041549
'9324_at'	'HMGN3'	4	2	2	-6	9	14	0.370651872
'51296_at'	'SLC15A3'	1	16	-5	9	-5	-2	0.3706713767
'3514_at'	'IGKC'	17	10	7	7	5	9	0.370692269
'53358_at'	'SHC3'	17	10	-4	12	7	-6	0.3707506655
'22863_at'	'KIAA0831'	6	16	2	5	10	4	0.3707530866
'2961_at'	'GTF2E2'	-1	-6	5	2	7	13	0.3707548088
'55049_at'	'C19orf60'	16	5	12	17	6	3	0.3708313685
'23092_at'	'ARHGAP26'	3	17	11	9	14	-4	0.370881055
'79682_at'	'MLF1IP'	9	-1	3	-3	8	-1	0.3709024569
'5803_at'	'PTPRZ1'	13	12	2	11	15	13	0.37095916
'25844_at'	'YIPF3'	1	-1	10	-1	2	-3	0.3709918044
'1264_at'	'CNN1'	9	14	12	-1	13	-1	0.3710389225
'51477_at'	'ISYNA1'	-3	10	1	-4	1	-3	0.3710865861
'8091_at'	'HMGA2'	13	1	7	-4	16	9	0.3711254322
'7850_at'	'IL1R2'	16	9	12	12	6	-1	0.3711260397
'79718_at'	'TBL1XR1'	-5	-5	-6	15	1	12	0.3711867646
'9992_at'	'KCNE2'	8	10	-2	12	10	5	0.3712232657
'9196_at'	'KCNAB3'	-6	8	-2	-4	16	14	0.3712985261
'11000_at'	'SLC27A3'	-5	4	2	3	1	6	0.3713508264
'1153_at'	'CIRBP'	8	8	8	16	8	10	0.3713716404
'51512_at'	'GTSE1'	10	9	5	12	3	11	0.3714563315
'51192_at'	'CKLF'	-6	17	0	12	12	-6	0.3715717531
'51542_at'	'VPS54'	5	-5	0	-3	-2	5	0.371591262
'6862_at'	'T'	15	3	-2	-1	16	-2	0.3716093944
'212_at'	'ALAS2'	13	6	3	8	-6	10	0.3716313216
'1292_at'	'COL6A2'	-2	13	17	6	2	9	0.3716378547
'4921_at'	'DDR2'	8	8	3	12	-5	9	0.3717467157
'5396_at'	'PRRX1'	-2	12	6	-4	9	-4	0.3717672152
'867_at'	'CBL'	17	13	8	12	-5	1	0.3717868214
'23026_at'	'MYO16'	-6	12	5	-4	17	-4	0.3718075341
'7701_at'	'ZNF142'	12	-4	-4	13	10	12	0.371810428
'1004_at'	'CDH6'	11	-2	13	15	8	4	0.3718149793
'10611_at'	'PDLIM5'	7	15	6	14	8	15	0.3718395485
'10394_at'	'PRG3'	2	2	8	2	5	-1	0.371875983
'81539_at'	'SLC38A1'	4	9	3	1	13	13	0.3719632869
'54826_at'	'GIN1'	7	-1	14	-3	6	3	0.3719702367
'78997_at'	'GDAP1L1'	-4	6	-2	7	1	-6	0.3720455737
'9142_at'	'CXorf1'	2	-4	0	0	-5	-6	0.3720456728
'149603_at'	'RNF187'	12	5	-3	3	3	16	0.3720855291
'90865_at'	'IL33'	9	11	2	-5	14	0	0.3721257868
'25880_at'	'TMEM186'	1	17	6	0	7	5	0.3721817182
'9130_at'	'FAM50A'	-3	-6	17	1	1	-2	0.3721843486
'5142_at'	'PDE4B'	6	9	-6	0	0	1	0.3721955464
'79839_at'	'CCDC102B'	5	0	4	-1	2	3	0.3721959454
'4210_at'	'MEFV'	3	-4	7	7	14	7	0.3722514955
'969_at'	'CD69'	-1	1	9	-2	0	2	0.3722981043
'5927_at'	'KDM5A'	11	17	-4	10	13	11	0.3723135097
'51278_at'	'IER5'	6	12	8	9	-5	17	0.3723618823
'1889_at'	'ECE1'	17	9	-6	-1	8	14	0.3724046281
'79143_at'	'MBOAT7'	-4	4	12	3	17	7	0.3724190521
'55696_at'	'RBM22'	7	-4	6	16	3	-6	0.3724857459
'2731_at'	'GLDC'	16	3	0	4	0	-6	0.3726038094
'10650_at'	'SLMO1'	16	4	7	-4	9	10	0.3728057096
'55892_at'	'MYNN'	-4	-2	2	-4	3	11	0.3728100695
'5571_at'	'PRKAG1'	15	0	-4	-4	9	3	0.3728177932
'353_at'	'APRT'	3	10	15	-1	6	10	0.3728287535
'4324_at'	'MMP15'	8	6	10	2	-4	7	0.3729263071
'1241_at'	'LTB4R'	3	13	-5	10	-5	7	0.3729355048
'10435_at'	'CDC42EP2'	13	-3	16	-4	-4	5	0.3729971272
'55532_at'	'SLC30A10'	6	11	2	-1	4	4	0.3730443023
'6749_at'	'SSRP1'	7	-3	7	2	-5	0	0.3730943368
'6285_at'	'S100B'	7	17	12	-4	10	-5	0.3731685572
'3184_at'	'HNRNPD'	8	9	9	17	12	2	0.3732240688
'7475_at'	'WNT6'	9	8	14	10	3	-3	0.3732330044
'26027_at'	'ACOT11'	-1	9	11	11	7	-6	0.3732877585
'27044_at'	'SND1'	6	0	17	1	-6	16	0.3733244544
'9122_at'	'SLC16A4'	3	9	15	6	4	10	0.3733756566
'3364_at'	'HUS1'	1	-2	-4	-5	16	10	0.3734134069
'6538_at'	'SLC6A11'	-3	8	-4	-2	4	14	0.3734240833
'30845_at'	'EHD3'	16	6	15	9	1	13	0.3734337115
'535_at'	'ATP6V0A1'	5	0	-4	8	-1	1	0.3734526664
'5270_at'	'SERPINE2'	-3	12	4	10	14	-6	0.3734888694
'9333_at'	'TGM5'	-6	5	0	-5	9	4	0.3734981679
'6138_at'	'RPL15'	15	14	1	-4	10	16	0.3735125805
'1536_at'	'CYBB'	17	8	2	10	13	6	0.373534397
'29978_at'	'UBQLN2'	4	13	15	7	-4	4	0.3736244586
'27131_at'	'SNX5'	16	8	-2	17	11	9	0.373641111
'5685_at'	'PSMA4'	7	-2	11	-5	-4	15	0.373654419
'64786_at'	'TBC1D15'	8	16	0	2	-4	2	0.3736746563
'6541_at'	'SLC7A1'	14	14	10	7	-4	-6	0.3736766122
'57602_at'	'USP36'	2	9	15	-4	3	11	0.3737365628
'53836_at'	'GPR87'	-1	5	-1	10	6	-5	0.3738119019
'26353_at'	'HSPB8'	1	-4	4	0	-5	-1	0.3738624801
'9061_at'	'PAPSS1'	8	15	-5	14	-6	13	0.3739344778
'6801_at'	'STRN'	9	0	-1	-5	13	-5	0.3739517949
'624_at'	'BDKRB2'	0	7	-3	-2	6	8	0.374033787
'9358_at'	'ITGBL1'	-6	14	10	14	-6	7	0.3740788786
'63898_at'	'SH2D4A'	-6	16	0	16	-6	8	0.3741300753
'112950_at'	'MED8'	2	3	11	15	4	-4	0.374136596
'57017_at'	'COQ9'	17	15	-5	17	12	16	0.3741794911
'54583_at'	'EGLN1'	14	-1	1	12	5	7	0.3741908514
'8577_at'	'TMEFF1'	6	16	14	11	0	12	0.3742306161
'7414_at'	'VCL'	-5	13	11	7	2	6	0.3742810156
'1069_at'	'CETN2'	1	2	1	14	5	6	0.3742897711
'83452_at'	'RAB33B'	0	7	10	2	10	-1	0.3743005221
'55327_at'	'LIN7C'	0	-6	-6	10	5	4	0.3743289095
'11168_at'	'PSIP1'	9	13	9	15	13	15	0.3743328181
'23683_at'	'PRKD3'	4	-4	-1	17	-6	-4	0.3743563714
'23326_at'	'USP22'	10	10	9	6	-4	12	0.3743617333
'55228_at'	'PNMAL1'	14	8	-2	5	-3	5	0.3743810994
'64446_at'	'DNAI2'	7	16	5	13	6	16	0.3744139161
'9765_at'	'ZFYVE16'	8	14	-5	-4	15	11	0.3745193729
'54344_at'	'DPM3'	5	-2	4	2	7	12	0.3746374797
'4610_at'	'MYCL1'	-4	11	11	7	14	11	0.3746398949
'51601_at'	'LIPT1'	17	16	1	-4	-6	-4	0.3746702094
'746_at'	'C11orf10'	-1	-3	16	-6	3	-1	0.3747211978
'79958_at'	'DENND1C'	17	5	9	15	8	7	0.3747235401
'50619_at'	'DEF6'	8	12	-2	11	7	9	0.3747472371
'6183_at'	'MRPS12'	-6	0	-3	15	5	15	0.3747543027
'9158_at'	'FIBP'	13	9	12	10	9	6	0.374774123
'56159_at'	'TEX11'	8	0	-6	3	-2	10	0.3747767772
'80167_at'	'C4orf29'	5	12	0	-1	14	9	0.3749198184
'353299_at'	'RGSL1'	-5	5	11	14	15	12	0.3749366824
'10423_at'	'CDIPT'	0	15	10	11	7	10	0.3749945566
'8704_at'	'B4GALT2'	13	-4	-6	10	5	-6	0.3750945183
'6468_at'	'FBXW4'	5	10	-3	2	1	-1	0.3751611773
'30008_at'	'EFEMP2'	14	8	-1	6	12	-2	0.3752231444
'83460_at'	'TMEM93'	-5	7	5	5	8	-3	0.3752595632
'7045_at'	'TGFBI'	11	10	14	3	-1	11	0.3752690551
'2022_at'	'ENG'	-4	1	-4	5	2	-2	0.3752782867
'869_at'	'CBLN1'	16	10	11	16	14	-2	0.3753039622
'51442_at'	'VGLL1'	11	13	-3	-3	6	10	0.3753517766
'5376_at'	'PMP22'	10	-4	15	-3	17	17	0.3755045461
'286_at'	'ANK1'	14	4	1	-1	4	13	0.3756892803
'2308_at'	'FOXO1'	-4	15	10	14	10	-4	0.3757313451
'7371_at'	'UCK2'	-1	11	-6	11	-1	7	0.3757480866
'786_at'	'CACNG1'	4	1	17	10	-1	0	0.3759368816
'9022_at'	'CLIC3'	-4	7	8	13	8	15	0.3759995912
'5093_at'	'PCBP1'	4	0	3	-3	0	-4	0.3760896667
'3695_at'	'ITGB7'	17	-4	15	6	5	8	0.3760921668
'26175_at'	'C14orf109'	2	-2	17	1	10	1	0.3761135459
'51272_at'	'BET1L'	6	3	-4	6	1	10	0.3761441451
'57556_at'	'SEMA6A'	-5	-2	13	17	-3	3	0.3763008385
'2644_at'	'GCHFR'	-4	1	7	2	0	0	0.376344085
'9354_at'	'UBE4A'	4	16	0	-1	16	15	0.376373273
'83478_at'	'ARHGAP24'	15	-2	9	-3	-4	8	0.3764095367
'29968_at'	'PSAT1'	4	7	0	15	-3	5	0.3764244337
'51066_at'	'C3orf32'	14	-1	10	8	8	-6	0.3764505883
'64078_at'	'SLC28A3'	16	2	2	7	4	9	0.3764756682
'54518_at'	'APBB1IP'	17	5	-2	6	15	7	0.3764793806
'11007_at'	'CCDC85B'	14	8	8	8	13	-2	0.3764997171
'3281_at'	'HSBP1'	17	-5	11	16	3	9	0.376512861
'164_at'	'AP1G1'	0	16	8	-2	11	-5	0.3765546515
'55101_at'	'ATP5SL'	17	14	16	-6	11	15	0.3766389871
'80346_at'	'REEP4'	8	-2	10	14	-4	14	0.376716507
'25994_at'	'HIGD1A'	12	10	-6	14	8	12	0.3768202749
'1045_at'	'CDX2'	14	7	14	-5	-5	13	0.3768626589
'65117_at'	'RSRC2'	4	13	-1	15	16	3	0.376883248
'8100_at'	'IFT88'	-2	17	1	-3	10	-5	0.3769523548
'9153_at'	'SLC28A2'	12	2	7	-4	-6	10	0.3769534576
'1994_at'	'ELAVL1'	0	-5	16	16	12	-4	0.3770530696
'5692_at'	'PSMB4'	0	16	6	-4	9	3	0.3771543121
'1804_at'	'DPP6'	0	4	1	-1	0	3	0.3771596676
'10998_at'	'SLC27A5'	3	4	-2	-4	1	3	0.3772297588
'3300_at'	'DNAJB2'	5	-3	-4	5	0	-4	0.3772624895
'2940_at'	'GSTA3'	17	6	5	13	6	10	0.3772972825
'5789_at'	'PTPRD'	9	-5	-5	-4	-5	16	0.377297762
'2846_at'	'LPAR4'	14	9	-5	6	15	12	0.377371595
'10634_at'	'GAS2L1'	10	8	4	9	4	-4	0.3773843319
'81545_at'	'FBXO38'	-1	-6	-1	-4	7	6	0.3774916493
'1832_at'	'DSP'	-2	-1	16	-4	4	-4	0.3774955112
'4814_at'	'NINJ1'	11	-1	5	9	-5	-1	0.3775226809
'11045_at'	'UPK1A'	-6	14	6	17	0	11	0.3776978664
'57099_at'	'AVEN'	7	9	7	-1	2	-3	0.3777671322
'8638_at'	'OASL'	15	16	17	6	-5	-3	0.3778435068
'7042_at'	'TGFB2'	-4	-6	10	17	2	9	0.3778913833
'55620_at'	'STAP2'	17	9	-4	10	8	9	0.377928654
'27301_at'	'APEX2'	10	-1	-5	11	10	-3	0.3779805784
'5607_at'	'MAP2K5'	7	12	1	10	11	-3	0.3779894853
'6720_at'	'SREBF1'	7	2	9	4	2	4	0.3781454245
'11331_at'	'PHB2'	-6	3	-5	11	8	5	0.3782169207
'8668_at'	'EIF3I'	-2	15	-1	1	-1	17	0.3782861963
'10018_at'	'BCL2L11'	-5	13	-2	17	8	12	0.3783187764
'1400_at'	'CRMP1'	16	-1	12	2	15	14	0.3784351366
'25906_at'	'C11orf51'	6	6	10	15	7	5	0.3784367942
'148753_at'	'FAM163A'	16	-6	13	12	-1	16	0.3784810579
'56154_at'	'TEX15'	-5	1	9	14	9	-2	0.3785886582
'5634_at'	'PRPS2'	4	-6	10	5	3	4	0.3787006312
'10007_at'	'GNPDA1'	1	2	-2	4	1	6	0.3787156484
'2701_at'	'GJA4'	-2	-4	10	2	2	-1	0.3787917158
'10524_at'	'KAT5'	16	-3	12	-5	11	14	0.3790066184
'6422_at'	'SFRP1'	7	-4	4	11	-3	14	0.3790344462
'29104_at'	'N6AMT1'	8	-5	12	11	1	9	0.3790429814
'64763_at'	'ZNF574'	-6	5	1	6	-3	14	0.3791175993
'3337_at'	'DNAJB1'	0	4	-4	-4	-3	-1	0.3792269378
'844_at'	'CASQ1'	-3	9	12	12	2	9	0.3792339771
'9881_at'	'TRANK1'	6	9	-6	3	8	1	0.3794574212
'6337_at'	'SCNN1A'	17	10	-3	17	-2	12	0.3794732056
'54814_at'	'QPCTL'	12	16	1	2	-3	7	0.3794769757
'51203_at'	'NUSAP1'	-4	-3	-4	-6	16	4	0.3795412704
'9356_at'	'SLC22A6'	1	4	14	-2	8	7	0.3795461495
'55026_at'	'FAM70A'	8	11	10	-1	8	10	0.3796848323
'5585_at'	'PKN1'	-4	15	8	2	4	-1	0.3796928438
'65018_at'	'PINK1'	-6	-1	13	12	-2	2	0.3797677992
'974_at'	'CD79B'	-6	7	10	17	3	7	0.379769615
'6694_at'	'SPP2'	-3	0	7	14	-2	1	0.3798578947
'5793_at'	'PTPRG'	16	14	0	11	-4	-6	0.3799582134
'10741_at'	'RBBP9'	12	10	-5	12	1	7	0.3799977331
'2743_at'	'GLRB'	15	-4	2	-3	0	16	0.3800300565
'80218_at'	'NAA50'	2	10	8	13	4	-2	0.3801001353
'5724_at'	'PTAFR'	16	-2	7	9	0	5	0.3801052759
'23597_at'	'ACOT9'	-4	-2	3	1	3	3	0.3801143105
'79034_at'	'C7orf26'	3	-3	11	5	-3	0	0.3801578351
'653639_at'	'LYPLA2P1'	16	5	0	-1	-3	7	0.3802827853
'51227_at'	'PIGP'	-3	-5	13	14	8	-1	0.380301821
'23615_at'	'PYY2'	17	3	5	-6	13	14	0.3803961698
'5360_at'	'PLTP'	7	7	13	11	6	1	0.3803987241
'92579_at'	'G6PC3'	2	0	-2	-2	7	17	0.3804183898
'23658_at'	'LSM5'	1	-3	11	-3	8	10	0.3804203873
'1825_at'	'DSC3'	-4	4	10	13	10	4	0.3804388431
'6792_at'	'CDKL5'	9	11	-6	7	13	15	0.3805477768
'324_at'	'APC'	15	14	4	15	16	14	0.3805688162
'5496_at'	'PPM1G'	10	6	14	8	8	8	0.3805789924
'838_at'	'CASP5'	-2	8	15	2	0	-6	0.380581884
'7633_at'	'ZNF79'	15	8	-6	14	7	12	0.3805948283
'10276_at'	'NET1'	5	10	4	8	7	7	0.3806320323
'3059_at'	'HCLS1'	0	5	6	5	0	6	0.380668982
'8092_at'	'ALX1'	12	-1	7	0	13	0	0.3807220648
'2806_at'	'GOT2'	-4	-2	6	1	2	7	0.3807255036
'24145_at'	'PANX1'	2	-1	-6	2	1	1	0.3807487302
'149986_at'	'LSM14B'	5	16	-6	7	13	10	0.3807558857
'23250_at'	'ATP11A'	10	-3	16	12	17	8	0.3807584296
'11339_at'	'OIP5'	-1	-2	-2	3	-4	0	0.3807725929
'794_at'	'CALB2'	-4	8	5	-2	-2	17	0.3808046159
'2151_at'	'F2RL2'	2	4	3	10	10	10	0.380813332
'25873_at'	'RPL36'	16	-2	5	14	8	-4	0.3809295591
'55794_at'	'DDX28'	3	5	0	8	4	0	0.3809413363
'4217_at'	'MAP3K5'	-1	9	0	7	12	-3	0.3809539781
'57136_at'	'C20orf3'	-1	2	2	0	-5	5	0.3810575829
'6274_at'	'S100A3'	5	16	9	4	-2	4	0.3811323374
'23787_at'	'MTCH1'	-3	7	0	4	-2	-2	0.3811410612
'1212_at'	'CLTB'	-2	-1	11	10	2	-3	0.3812007663
'4821_at'	'NKX2-2'	9	-4	-5	3	16	13	0.3812434012
'4223_at'	'MEOX2'	2	10	7	-2	3	4	0.3812872059
'60370_at'	'AVPI1'	-1	4	8	9	15	8	0.3813611521
'8260_at'	'NAA10'	-5	7	13	4	-1	17	0.3813836017
'51592_at'	'TRIM33'	1	7	5	7	7	9	0.3814443541
'3033_at'	'HADH'	2	10	5	-3	11	0	0.3814902219
'2185_at'	'PTK2B'	-4	14	-6	10	-2	15	0.3815732403
'1653_at'	'DDX1'	3	10	6	14	13	-5	0.3817424927
'7448_at'	'VTN'	2	11	1	2	3	-2	0.38175656
'6837_at'	'MED22'	13	5	15	11	0	-6	0.3817926898
'53_at'	'ACP2'	13	7	7	-4	13	8	0.3818704816
'5330_at'	'PLCB2'	4	-1	-4	8	-6	7	0.3818734293
'3420_at'	'IDH3B'	9	5	5	-5	-5	6	0.381938157
'9782_at'	'MATR3'	4	14	-1	-2	-4	-6	0.3819875254
'8369_at'	'HIST1H4G'	6	4	9	3	-5	9	0.3821374483
'5076_at'	'PAX2'	12	15	11	10	-5	-1	0.3821778396
'5715_at'	'PSMD9'	3	-4	8	11	9	6	0.3822151352
'3786_at'	'KCNQ3'	-5	-5	9	13	6	8	0.3822860365
'26984_at'	'SEC22A'	-4	12	-4	-1	7	17	0.3823020265
'10142_at'	'AKAP9'	3	-6	2	6	4	8	0.3823918761
'55270_at'	'NUDT15'	2	-5	11	-1	-2	-6	0.3824068018
'27430_at'	'MAT2B'	4	15	0	17	2	4	0.38241651
'55825_at'	'PECR'	-6	17	-6	-3	-3	2	0.3824474464
'9810_at'	'RNF40'	0	7	9	8	1	-2	0.3824807388
'5579_at'	'PRKCB'	13	11	6	8	17	10	0.3824906873
'1677_at'	'DFFB'	5	10	11	3	6	6	0.3824921946
'322_at'	'APBB1'	9	-4	9	10	0	16	0.3825779
'7919_at'	'BAT1'	10	15	-5	0	4	14	0.382587841
'55666_at'	'NPLOC4'	12	0	5	6	10	-4	0.3825970753
'8481_at'	'OFD1'	12	17	-1	-6	13	-5	0.3826192384
'1174_at'	'AP1S1'	15	-4	-1	15	14	-6	0.3826233784
'11333_at'	'PDAP1'	10	1	10	-6	-3	16	0.3826520551
'78995_at'	'C17orf53'	-6	1	15	13	-3	0	0.3826583986
'1891_at'	'ECH1'	2	7	2	1	-5	0	0.3826787274
'5567_at'	'PRKACB'	9	16	17	-6	14	11	0.3827126707
'10520_at'	'ZNF211'	-4	17	4	8	0	12	0.382774794
'6795_at'	'AURKC'	10	7	9	12	-1	6	0.3828128754
'10015_at'	'PDCD6IP'	13	17	16	-4	-4	17	0.3828199707
'11132_at'	'CAPN10'	2	-1	3	13	-6	17	0.3829158459
'11201_at'	'POLI'	6	-3	2	-5	-1	-2	0.3829611858
'80184_at'	'CEP290'	7	10	11	-3	9	-5	0.3829970257
'53827_at'	'FXYD5'	-3	12	-1	4	-2	-1	0.3830504741
'22891_at'	'ZNF365'	13	15	5	10	-5	4	0.3831236812
'4927_at'	'NUP88'	4	17	12	17	10	5	0.3831280571
'55576_at'	'STAB2'	-2	-1	12	-6	9	2	0.3831495539
'10840_at'	'ALDH1L1'	10	11	-3	-5	17	-3	0.3832461984
'3075_at'	'CFH'	-1	10	13	-4	0	-2	0.3833851315
'51052_at'	'PRLH'	14	2	8	7	13	13	0.3834699342
'9150_at'	'CTDP1'	2	0	5	5	4	8	0.38350043
'2000_at'	'ELF4'	-1	3	12	-6	1	17	0.3835188502
'10474_at'	'TADA3'	14	7	-3	-4	0	5	0.383558396
'23534_at'	'TNPO3'	-3	3	13	4	17	-1	0.3835658935
'7059_at'	'THBS3'	14	3	9	2	-6	15	0.3835875237
'2242_at'	'FES'	16	13	-5	4	6	1	0.3837026069
'23258_at'	'DENND5A'	8	-6	7	-5	16	11	0.3837478789
'2535_at'	'FZD2'	1	17	17	9	5	4	0.3837573144
'738_at'	'C11orf2'	13	6	3	7	15	0	0.3838788491
'25891_at'	'PAMR1'	16	-6	5	11	17	9	0.3839020566
'367_at'	'AR'	7	11	2	8	2	15	0.3839111643
'5917_at'	'RARS'	3	8	1	-5	11	2	0.3839244569
'79616_at'	'CCNJL'	16	-3	-4	8	-6	14	0.3839263461
'1244_at'	'ABCC2'	14	2	2	13	-2	10	0.3840102893
'27445_at'	'PCLO'	4	13	12	8	-4	6	0.3840568428
'57835_at'	'SLC4A5'	17	-3	14	5	7	0	0.3841561611
'51594_at'	'NBAS'	-5	12	-2	5	11	-4	0.3841895724
'726_at'	'CAPN5'	-5	16	17	-5	7	-4	0.3841951107
'6647_at'	'SOD1'	-6	-5	-6	-3	-6	13	0.384294258
'2932_at'	'GSK3B'	-6	-1	7	8	12	7	0.3843280194
'7064_at'	'THOP1'	6	2	13	7	-4	-5	0.3843914603
'6884_at'	'TAF13'	13	13	-3	-5	12	11	0.3844210291
'7153_at'	'TOP2A'	-4	-4	-4	11	8	-4	0.3844451571
'5095_at'	'PCCA'	-5	8	0	16	8	-6	0.3844605927
'3339_at'	'HSPG2'	14	11	17	6	5	9	0.38453106
'5463_at'	'POU6F1'	-1	8	10	4	0	-5	0.3846069203
'25777_at'	'SUN2'	14	-5	0	16	-1	8	0.3846216364
'57513_at'	'CASKIN2'	12	-3	0	10	-3	7	0.3846366999
'9645_at'	'MICAL2'	16	8	-1	10	-1	10	0.3846662565
'3552_at'	'IL1A'	-4	7	-2	-4	11	0	0.384714233
'79956_at'	'ERMP1'	7	0	17	-4	8	10	0.3847410363
'55857_at'	'PLK1S1'	3	-4	0	-6	-6	0	0.3847522934
'22980_at'	'TCF25'	10	10	-6	6	14	6	0.3848522126
'169611_at'	'OLFML2A'	-6	16	13	1	13	7	0.384877489
'190_at'	'NR0B1'	8	8	3	6	15	15	0.3849202619
'5081_at'	'PAX7'	12	8	7	9	7	-2	0.3850884812
'27349_at'	'MCAT'	10	4	5	6	5	10	0.3851868353
'90_at'	'ACVR1'	8	14	11	8	16	16	0.3852027159
'51213_at'	'LUZP4'	-6	2	8	12	-2	12	0.3852716752
'1495_at'	'CTNNA1'	7	-4	-6	-2	-1	2	0.3852866045
'83442_at'	'SH3BGRL3'	16	0	13	-3	1	-4	0.3853015159
'55454_at'	'CSGALNACT2'	3	-5	-4	-2	3	9	0.3854339573
'9219_at'	'MTA2'	14	4	-6	-3	-5	2	0.385435067
'64375_at'	'IKZF4'	13	7	-1	12	-6	11	0.3855441434
'78988_at'	'MRP63'	10	-6	4	-6	14	2	0.3856026364
'375_at'	'ARF1'	7	-4	4	9	16	-3	0.3856063354
'51281_at'	'ANKMY1'	4	17	11	8	-2	-3	0.3857004089
'1230_at'	'CCR1'	-1	9	8	2	14	1	0.3858534156
'5333_at'	'PLCD1'	-5	-3	1	9	-5	2	0.3858671654
'1101_at'	'CHAD'	12	3	2	10	13	5	0.3859014294
'23164_at'	'MPRIP'	16	10	14	3	1	-4	0.3860332549
'84722_at'	'PSRC1'	6	-6	14	9	-3	3	0.3861759554
'26100_at'	'WIPI2'	-4	4	2	10	16	12	0.3862054112
'9421_at'	'HAND1'	17	5	7	-6	0	-3	0.3862140592
'57092_at'	'PCNP'	6	8	9	4	9	5	0.3862453123
'8540_at'	'AGPS'	-2	-4	-2	-5	14	0	0.3862488547
'3815_at'	'KIT'	17	12	6	15	-4	10	0.3863164223
'6811_at'	'STX5'	6	0	-1	9	-3	12	0.3863951633
'10229_at'	'COQ7'	-4	-5	8	14	7	0	0.3864012989
'9378_at'	'NRXN1'	-2	-4	-3	14	17	-4	0.3864542645
